Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_STAT_STALL,CPC_UTCL1_STALL_ON_TRANSLATION,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
36,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,98,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1735503,138884676,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,150045,0,32768,32768,150046,0,32768,32768,150041,0,32768,32768,150024,0,32768,32768,150025,0,32768,32768,150049,0,32768,32768,150047,0,32768,32768,150047,0,32768,32768,149950,0,32768,32768,149956,0,32768,32768,150016,0,32768,32768,150052,0,32768,32768,149920,0,32768,32768,149924,0,32768,32768,149942,0,32768,32768,149990,0,32768,32768,507741,13907,0,2246016,245,1461,2293380,2293380,4572341927291400,4572423096549060,4572423096752520,4572341928595888
37,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,102,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1736871,138914916,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149764,0,32768,32768,149745,0,32768,32768,149750,0,32768,32768,149745,0,32768,32768,149774,0,32768,32768,149765,0,32768,32768,149728,0,32768,32768,149712,0,32768,32768,149762,0,32768,32768,149769,0,32768,32768,149823,0,32768,32768,149798,0,32768,32768,149787,0,32768,32768,149789,0,32768,32768,149775,0,32768,32768,149768,0,32768,32768,508328,13897,0,2247310,243,1459,2295136,2295136,4572341929820859,4572423096797627,4572423096998885,4572341931122843
38,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,106,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1736326,138914604,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,150957,0,32768,32768,150915,0,32768,32768,150964,0,32768,32768,150922,0,32768,32768,150882,0,32768,32768,150852,0,32768,32768,150875,0,32768,32768,150843,0,32768,32768,150816,0,32768,32768,150796,0,32768,32768,150804,0,32768,32768,150838,0,32768,32768,150920,0,32768,32768,150857,0,32768,32768,150808,0,32768,32768,150788,0,32768,32768,507367,14471,0,2246799,245,1461,2293634,2293634,4572341932313733,4572423097038223,4572423097235594,4572341933627986
39,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,110,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1738627,138909456,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,150473,0,32768,32768,150506,0,32768,32768,150560,0,32768,32768,150539,0,32768,32768,150490,0,32768,32768,150451,0,32768,32768,150493,0,32768,32768,150483,0,32768,32768,150360,0,32768,32768,150313,0,32768,32768,150432,0,32768,32768,150393,0,32768,32768,150369,0,32768,32768,150336,0,32768,32768,150342,0,32768,32768,150368,0,32768,32768,508146,13906,0,2253754,245,1461,2298274,2298274,4572341934844735,4572423097279660,4572423097477272,4572341936136935
40,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,114,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1735543,138880268,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149920,0,32768,32768,149910,0,32768,32768,149961,0,32768,32768,149955,0,32768,32768,149957,0,32768,32768,149977,0,32768,32768,149942,0,32768,32768,149952,0,32768,32768,149904,0,32768,32768,149905,0,32768,32768,149972,0,32768,32768,149931,0,32768,32768,149998,0,32768,32768,149997,0,32768,32768,149935,0,32768,32768,149943,0,32768,32768,508383,13930,0,2251747,245,1461,2296659,2296659,4572341937338180,4572423097520255,4572423097717747,4572341938639894
41,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,118,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1736350,138842696,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149662,0,32768,32768,149643,0,32768,32768,149647,0,32768,32768,149629,0,32768,32768,149615,0,32768,32768,149604,0,32768,32768,149568,0,32768,32768,149552,0,32768,32768,149600,0,32768,32768,149557,0,32768,32768,149607,0,32768,32768,149542,0,32768,32768,149551,0,32768,32768,149533,0,32768,32768,149536,0,32768,32768,149514,0,32768,32768,509374,13913,0,2251281,243,1459,2299006,2299006,4572341939835201,4572423097760090,4572423097957421,4572341941139558
42,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,122,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1735227,138861752,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149813,0,32768,32768,149804,0,32768,32768,149841,0,32768,32768,149831,0,32768,32768,149721,0,32768,32768,149704,0,32768,32768,149723,0,32768,32768,149697,0,32768,32768,149703,0,32768,32768,149714,0,32768,32768,149707,0,32768,32768,149667,0,32768,32768,149701,0,32768,32768,149695,0,32768,32768,149642,0,32768,32768,149646,0,32768,32768,507772,13917,0,2249464,245,1461,2296468,2296468,4572341942351339,4572423097999123,4572423098190606,4572341943651010
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,126,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1735819,138852968,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,151262,0,32768,32768,151230,0,32768,32768,151208,0,32768,32768,151184,0,32768,32768,151218,0,32768,32768,151199,0,32768,32768,151177,0,32768,32768,151190,0,32768,32768,151022,0,32768,32768,151028,0,32768,32768,150978,0,32768,32768,150987,0,32768,32768,151032,0,32768,32768,151020,0,32768,32768,151028,0,32768,32768,150987,0,32768,32768,506745,13904,0,2246154,245,1461,2292313,2292313,4572341944843873,4572423098232988,4572423098424431,4572341946145678
44,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,130,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1737710,138927060,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,150558,0,32768,32768,150514,0,32768,32768,150539,0,32768,32768,150511,0,32768,32768,150525,0,32768,32768,150488,0,32768,32768,150478,0,32768,32768,150478,0,32768,32768,150369,0,32768,32768,150351,0,32768,32768,150399,0,32768,32768,150351,0,32768,32768,150422,0,32768,32768,150397,0,32768,32768,150383,0,32768,32768,150399,0,32768,32768,508461,13907,0,2248255,245,1461,2297604,2297604,4572341947303259,4572423098467255,4572423098658738,4572341948634246
45,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,134,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1736060,138894308,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149691,0,32768,32768,149648,0,32768,32768,149690,0,32768,32768,149710,0,32768,32768,149657,0,32768,32768,149648,0,32768,32768,149609,0,32768,32768,149618,0,32768,32768,149649,0,32768,32768,149659,0,32768,32768,149676,0,32768,32768,149667,0,32768,32768,149625,0,32768,32768,149589,0,32768,32768,149588,0,32768,32768,149588,0,32768,32768,507965,13918,0,2251187,243,1459,2297596,2297596,4572341949824125,4572423098701321,4572423098893004,4572341951121262
46,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,138,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1735788,138886148,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149690,0,32768,32768,149640,0,32768,32768,149694,0,32768,32768,149693,0,32768,32768,149636,0,32768,32768,149610,0,32768,32768,149625,0,32768,32768,149629,0,32768,32768,149791,0,32768,32768,149770,0,32768,32768,149792,0,32768,32768,149787,0,32768,32768,149851,0,32768,32768,149850,0,32768,32768,149751,0,32768,32768,149765,0,32768,32768,508009,13904,0,2248290,245,1461,2294839,2294839,4572341952275908,4572423098937910,4572423099126829,4572341953580687
47,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,142,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1733801,138704672,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149895,0,32768,32768,149893,0,32768,32768,149913,0,32768,32768,149887,0,32768,32768,149934,0,32768,32768,149938,0,32768,32768,149958,0,32768,32768,149948,0,32768,32768,150061,0,32768,32768,150100,0,32768,32768,150111,0,32768,32768,150101,0,32768,32768,150075,0,32768,32768,150040,0,32768,32768,150017,0,32768,32768,150001,0,32768,32768,506611,13902,0,2246088,245,1461,2292050,2292050,4572341954776284,4572423099169052,4572423099358091,4572341956086000
48,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,146,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1733564,138601352,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,152253,0,32768,32768,152152,0,32768,32768,152287,0,32768,32768,152210,0,32768,32768,152247,0,32768,32768,152211,0,32768,32768,152136,0,32768,32768,152126,0,32768,32768,152013,0,32768,32768,151953,0,32768,32768,151952,0,32768,32768,151930,0,32768,32768,151998,0,32768,32768,151999,0,32768,32768,151966,0,32768,32768,151926,0,32768,32768,507104,13915,0,2244794,245,1461,2291435,2291435,4572341957283710,4572423099402597,4572423099591196,4572341958590632
49,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,150,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1734962,138891344,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,150812,0,32768,32768,150770,0,32768,32768,150825,0,32768,32768,150780,0,32768,32768,150692,0,32768,32768,150648,0,32768,32768,150684,0,32768,32768,150697,0,32768,32768,150709,0,32768,32768,150701,0,32768,32768,150702,0,32768,32768,150681,0,32768,32768,150660,0,32768,32768,150645,0,32768,32768,150665,0,32768,32768,150602,0,32768,32768,507402,14378,0,2243134,243,1459,2291484,2291484,4572341959803805,4572423099634860,4572423099823900,4572341961119139
50,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,154,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1739468,139120112,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,149747,0,32768,32768,149719,0,32768,32768,149774,0,32768,32768,149722,0,32768,32768,149694,0,32768,32768,149693,0,32768,32768,149695,0,32768,32768,149686,0,32768,32768,149702,0,32768,32768,149675,0,32768,32768,149736,0,32768,32768,149675,0,32768,32768,149754,0,32768,32768,149743,0,32768,32768,149736,0,32768,32768,149737,0,32768,32768,507664,13912,0,2246476,245,1461,2292966,2292966,4572341962293185,4572423099865641,4572423100052317,4572341963602349
51,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,158,28827,28827,77824,256,64000,0,128,352,112,64,0x0,0x76205d217980,1216,8385088,1737388,138851044,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,152175,0,32768,32768,152203,0,32768,32768,152190,0,32768,32768,152173,0,32768,32768,152097,0,32768,32768,152077,0,32768,32768,152023,0,32768,32768,152048,0,32768,32768,152097,0,32768,32768,152060,0,32768,32768,152148,0,32768,32768,152088,0,32768,32768,151985,0,32768,32768,151988,0,32768,32768,151920,0,32768,32768,151973,0,32768,32768,507822,13915,0,2246731,245,1461,2293705,2293705,4572341964748123,4572423100095381,4572423100280254,4572341966055125
