Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_INT32,SQ_INSTS_VALU_INT64,TA_ADDR_STALLED_BY_TC_CYCLES_sum,TA_TOTAL_WAVEFRONTS_sum,TCP_UTCL1_TRANSLATION_MISS_sum,TCP_UTCL1_TRANSLATION_HIT_sum,TCP_UTCL1_PERMISSION_MISS_sum,TCP_UTCL1_REQUEST_sum,TCC_TAG_STALL[0],TCC_BUBBLE[0],TCC_TOO_MANY_EA_WRREQS_STALL[0],TCC_TAG_STALL[1],TCC_BUBBLE[1],TCC_TOO_MANY_EA_WRREQS_STALL[1],TCC_TAG_STALL[2],TCC_BUBBLE[2],TCC_TOO_MANY_EA_WRREQS_STALL[2],TCC_TAG_STALL[3],TCC_BUBBLE[3],TCC_TOO_MANY_EA_WRREQS_STALL[3],TCC_TAG_STALL[4],TCC_BUBBLE[4],TCC_TOO_MANY_EA_WRREQS_STALL[4],TCC_TAG_STALL[5],TCC_BUBBLE[5],TCC_TOO_MANY_EA_WRREQS_STALL[5],TCC_TAG_STALL[6],TCC_BUBBLE[6],TCC_TOO_MANY_EA_WRREQS_STALL[6],TCC_TAG_STALL[7],TCC_BUBBLE[7],TCC_TOO_MANY_EA_WRREQS_STALL[7],TCC_TAG_STALL[8],TCC_BUBBLE[8],TCC_TOO_MANY_EA_WRREQS_STALL[8],TCC_TAG_STALL[9],TCC_BUBBLE[9],TCC_TOO_MANY_EA_WRREQS_STALL[9],TCC_TAG_STALL[10],TCC_BUBBLE[10],TCC_TOO_MANY_EA_WRREQS_STALL[10],TCC_TAG_STALL[11],TCC_BUBBLE[11],TCC_TOO_MANY_EA_WRREQS_STALL[11],TCC_TAG_STALL[12],TCC_BUBBLE[12],TCC_TOO_MANY_EA_WRREQS_STALL[12],TCC_TAG_STALL[13],TCC_BUBBLE[13],TCC_TOO_MANY_EA_WRREQS_STALL[13],TCC_TAG_STALL[14],TCC_BUBBLE[14],TCC_TOO_MANY_EA_WRREQS_STALL[14],TCC_TAG_STALL[15],TCC_BUBBLE[15],TCC_TOO_MANY_EA_WRREQS_STALL[15],TCC_CYCLE_sum,CPC_ME1_BUSY_FOR_PACKET_DECODE,CPC_CPC_UTCL2IU_STALL,SPI_RA_WAVE_SIMD_FULL_CSN,SPI_RA_VGPR_SIMD_FULL_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,126,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9194016,1216,81144659,8632046,0,324605320,632896,0,1779664.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8826,152104,0,12600,152021,0,9144,152204,0,12218,152112,0,10852,152494,0,9730,152465,0,11193,152453,0,12222,152373,0,10058,152271,0,13127,152301,0,10616,152251,0,12311,152197,0,10661,152679,0,10076,152623,0,11613,152587,0,11635,152573,0,36775680.0,2268458,0,0,0,2298480,2298480,4572365922990552,4572423098232988,4572423098424431,4572365924132519
44,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,130,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9178861,1216,81135656,8624141,0,324569284,632896,0,1798446.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,7732,149728,0,14066,149750,0,8809,149707,0,12825,149706,0,7781,149696,0,7167,149722,0,9735,149810,0,8416,149799,0,7448,149999,0,11836,150006,0,9010,149872,0,12081,149874,0,9375,150047,0,9316,150018,0,10714,149977,0,9993,150016,0,36702000.0,2263659,0,0,0,2293875,2293875,4572365925098137,4572423098467255,4572423098658738,4572365926246304
45,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,134,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9163761,1216,81056239,8618797,0,324251544,632896,0,1763058.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,10678,150032,0,12257,150011,0,12396,149976,0,12276,149997,0,11108,150028,0,10355,150034,0,11818,150081,0,10846,150090,0,8721,149925,0,12298,149942,0,10041,150017,0,11432,149997,0,11734,150044,0,10990,150036,0,12437,150030,0,11838,150033,0,36642368.0,2260289,0,0,0,2290148,2290148,4572365927217900,4572423098701321,4572423098893004,4572365928360358
46,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,138,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9208241,1216,81126632,8625203,0,324533144,632896,0,1851502.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8542,149637,0,13120,149664,0,9553,149671,0,11316,149674,0,10077,149519,0,9389,149561,0,10663,149587,0,11139,149598,0,8614,149644,0,12562,149656,0,9770,149654,0,12155,149666,0,14832,149504,0,12743,149521,0,12854,149527,0,14123,149535,0,36818032.0,2270852,0,0,0,2301127,2301127,4572365929345585,4572423098937910,4572423099126829,4572365930488965
47,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,142,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9208881,1216,81110582,8625688,0,324469048,632896,0,1740743.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8719,150464,0,10089,150513,0,9253,150503,0,10701,150479,0,12542,150555,0,10741,150531,0,13125,150568,0,11524,150608,0,9400,150738,0,10516,150736,0,9439,150703,0,11184,150728,0,12681,150853,0,11431,150828,0,12672,150745,0,14510,150759,0,36823184.0,2271397,0,0,0,2301449,2301449,4572365931441042,4572423099169052,4572423099358091,4572365932585273
48,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,146,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9183637,1216,81081771,8619616,0,324353788,632896,0,1832550.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,9071,150541,0,11293,150527,0,9464,150640,0,11418,150599,0,9955,150596,0,10392,150552,0,10857,150525,0,12814,150481,0,8050,150625,0,10434,150650,0,9483,150688,0,10602,150677,0,12800,150707,0,11803,150665,0,13985,150696,0,15537,150685,0,36720016.0,2264607,0,0,0,2295001,2295001,4572365933529288,4572423099402597,4572423099591196,4572365934692197
49,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,150,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9178905,1216,81136626,8627863,0,324572960,632896,0,1928418.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8935,150122,0,12576,150122,0,10159,150095,0,12672,150074,0,10460,150015,0,9902,150039,0,10350,150123,0,11812,150117,0,8478,150065,0,10833,150055,0,8073,150044,0,10611,150051,0,14097,150038,0,13598,150026,0,13372,150087,0,15234,150033,0,36702400.0,2263731,0,0,0,2293900,2293900,4572365935636984,4572423099634860,4572423099823900,4572365936779702
50,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,154,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9202493,1216,81110322,8624890,0,324467856,632896,0,1766502.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8176,150204,0,10666,150118,0,10073,150114,0,10779,150117,0,9124,150130,0,8757,150119,0,8948,150203,0,11224,150203,0,7356,150049,0,10179,150036,0,7824,150068,0,10918,150052,0,13122,150106,0,10416,150127,0,13744,150148,0,12638,150109,0,36795696.0,2269404,0,0,0,2299731,2299731,4572365937720813,4572423099865641,4572423100052317,4572365938876602
51,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,158,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9172461,1216,81111228,8624783,0,324471632,632896,0,1739988.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,9161,151813,0,12775,151756,0,9894,151681,0,11017,151651,0,10952,151787,0,10578,151709,0,12380,151866,0,13158,151827,0,8132,151888,0,11681,151877,0,10109,151975,0,10067,151884,0,12631,151911,0,11202,151863,0,12754,151901,0,13066,151851,0,36675168.0,2261560,0,0,0,2292198,2292198,4572365939851823,4572423100095381,4572423100280254,4572365940999560
52,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,162,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9207541,1216,81116685,8625511,0,324493404,632896,0,1792872.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,9156,149698,0,12812,149691,0,10353,149699,0,11688,149700,0,10926,149752,0,10205,149743,0,11696,149767,0,12514,149770,0,8237,149604,0,10392,149636,0,9077,149625,0,9776,149649,0,11787,149663,0,10683,149654,0,11736,149622,0,13059,149623,0,36816160.0,2270645,0,0,0,2301010,2301010,4572365941961091,4572423100321795,4572423100506749,4572365943107065
53,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,166,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9179105,1216,81123244,8624084,0,324519460,632896,0,1872597.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8556,150299,0,12836,150281,0,10654,150331,0,12038,150290,0,13733,150232,0,12342,150226,0,13917,150283,0,14165,150241,0,6714,150127,0,11346,150080,0,10009,150114,0,10533,150078,0,10906,150179,0,8764,150123,0,10693,150174,0,11507,150174,0,36703312.0,2263167,0,0,0,2293957,2293957,4572365944078791,4572423100549171,4572423100733764,4572365945228120
54,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,170,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9204969,1216,81112514,8624671,0,324476712,632896,0,1863677.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,9955,149930,0,13058,149957,0,11573,149999,0,12354,149994,0,11495,150094,0,10596,150049,0,11154,149949,0,11647,149907,0,6144,149962,0,9702,149957,0,7094,149992,0,9153,150000,0,10184,150052,0,9001,150008,0,11923,150008,0,10776,150003,0,36806784.0,2270216,0,0,0,2300424,2300424,4572365946191864,4572423100776507,4572423100960219,4572365947328374
55,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,174,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9227589,1216,81131063,8626971,0,324550972,632896,0,2038245.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,11139,151706,0,13758,151732,0,13137,151696,0,13495,151681,0,11604,151698,0,11688,151649,0,11529,151766,0,12801,151727,0,7782,151650,0,9130,151582,0,7973,151668,0,9062,151691,0,11988,151728,0,11283,151633,0,12917,151685,0,13081,151638,0,36897600.0,2275758,0,0,0,2306100,2306100,4572365948284727,4572423101003323,4572423101184270,4572365949421828
56,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,178,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9204293,1216,81136386,8626597,0,324572156,632896,0,1927933.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8170,150713,0,10291,150651,0,9358,150705,0,10942,150664,0,11441,150806,0,11106,150798,0,10642,150833,0,11878,150813,0,8600,150684,0,10401,150681,0,9712,150621,0,11497,150576,0,11142,150692,0,11330,150700,0,10684,150751,0,11208,150754,0,36802976.0,2270381,0,0,0,2300186,2300186,4572365950361357,4572423101225972,4572423101406759,4572365951501613
57,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,182,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9195365,1216,81134952,8624883,0,324566340,632896,0,1907034.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,7897,150503,0,9991,150452,0,7973,150525,0,10062,150518,0,8980,150390,0,8677,150375,0,8283,150364,0,9423,150345,0,6673,150538,0,9252,150503,0,7737,150563,0,9075,150560,0,8101,150566,0,7950,150543,0,8582,150553,0,9340,150529,0,36766736.0,2267079,0,0,0,2297921,2297921,4572365952445998,4572423101450744,4572423101631531,4572365953588397
58,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,186,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9221181,1216,81084429,8622457,0,324364332,632896,0,1877831.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8422,149982,0,9419,149941,0,9127,149964,0,9796,149965,0,10157,150005,0,9652,149973,0,10452,150012,0,9510,150027,0,10227,149955,0,10979,149902,0,10331,149796,0,10320,149799,0,9503,149922,0,8036,149935,0,9505,150006,0,8672,149956,0,36870496.0,2274564,0,0,0,2304406,2304406,4572365954541976,4572423101674234,4572423101854781,4572365955684966
59,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,190,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9205161,1216,81047933,8615491,0,324218428,632896,0,1831243.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8626,151184,0,12149,151127,0,8979,151132,0,11057,151070,0,10962,151123,0,8188,151082,0,11389,151172,0,12288,151198,0,4165,151102,0,7600,151123,0,5035,151068,0,5790,151045,0,13486,150935,0,9663,150937,0,13036,151006,0,14216,150986,0,36807728.0,2270932,0,0,0,2300483,2300483,4572365956610604,4572423101897324,4572423102077270,4572365957749487
60,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,194,29815,29815,77824,256,64000,0,128,352,112,64,0x0,0x7a639c217980,9186861,1216,81072710,8621407,0,324317440,632896,0,1807737.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,9839,150741,0,12187,150763,0,10073,150737,0,10687,150716,0,11803,150668,0,9194,150693,0,11696,150798,0,11750,150783,0,9118,150964,0,11215,150959,0,9978,150888,0,10273,150920,0,11741,150943,0,10952,150939,0,11279,151036,0,11989,150995,0,36734544.0,2265816,0,0,0,2295909,2295909,4572365958548888,4572423102119452,4572423102299078,4572365959687972
