Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_STAT_STALL,CPC_UTCL1_STALL_ON_TRANSLATION,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
38,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,106,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1739179,139093372,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,157376,0,32768,32768,157296,0,32768,32768,157280,0,32768,32768,157236,0,32768,32768,157326,0,32768,32768,157176,0,32768,32768,157264,0,32768,32768,157121,0,32768,32768,157647,0,32768,32768,157593,0,32768,32768,157665,0,32768,32768,157627,0,32768,32768,157689,0,32768,32768,157557,0,32768,32768,157666,0,32768,32768,157597,0,32768,32768,508530,6691,0,2240307,237,1453,2293056,2293056,4572173199954693,4572254554868074,4572254555066968,4572173201254285
39,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,110,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1741160,139173324,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,152209,0,32768,32768,152161,0,32768,32768,152147,0,32768,32768,152112,0,32768,32768,152305,0,32768,32768,152302,0,32768,32768,152371,0,32768,32768,152289,0,32768,32768,152224,0,32768,32768,152241,0,32768,32768,152274,0,32768,32768,152206,0,32768,32768,152416,0,32768,32768,152381,0,32768,32768,152367,0,32768,32768,152341,0,32768,32768,509085,6694,0,2246910,237,1453,2294501,2294501,4572173202411645,4572254555107788,4572254555302275,4572173203708743
40,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,114,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1739199,139031404,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,152195,0,32768,32768,152192,0,32768,32768,152264,0,32768,32768,152223,0,32768,32768,152260,0,32768,32768,152217,0,32768,32768,152310,0,32768,32768,152254,0,32768,32768,152216,0,32768,32768,152214,0,32768,32768,152185,0,32768,32768,152134,0,32768,32768,152259,0,32768,32768,152272,0,32768,32768,152299,0,32768,32768,152266,0,32768,32768,509565,6689,0,2250118,237,1453,2296933,2296933,4572173204884520,4572254555342655,4572254555537102,4572173206338419
41,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,118,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1739853,139114984,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,155120,0,32768,32768,155103,0,32768,32768,155036,0,32768,32768,155017,0,32768,32768,155253,0,32768,32768,155215,0,32768,32768,155214,0,32768,32768,155149,0,32768,32768,154986,0,32768,32768,155055,0,32768,32768,155003,0,32768,32768,154959,0,32768,32768,155169,0,32768,32768,155120,0,32768,32768,155188,0,32768,32768,155117,0,32768,32768,508247,6699,0,2243300,236,1452,2293029,2293029,4572173207528879,4572254555578804,4572254555773892,4572173208810062
42,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,122,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1738847,139033812,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,155693,0,32768,32768,155522,0,32768,32768,155570,0,32768,32768,155453,0,32768,32768,155678,0,32768,32768,155553,0,32768,32768,155725,0,32768,32768,155580,0,32768,32768,155413,0,32768,32768,155382,0,32768,32768,155388,0,32768,32768,155283,0,32768,32768,155452,0,32768,32768,155303,0,32768,32768,155349,0,32768,32768,155256,0,32768,32768,508679,6696,0,2244600,237,1453,2291590,2291590,4572173210015374,4572254555814753,4572254556009440,4572173211301575
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,126,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1735082,138880140,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,152815,0,32768,32768,152715,0,32768,32768,152777,0,32768,32768,152665,0,32768,32768,152707,0,32768,32768,152660,0,32768,32768,152717,0,32768,32768,152634,0,32768,32768,153094,0,32768,32768,153052,0,32768,32768,153023,0,32768,32768,152968,0,32768,32768,152884,0,32768,32768,152873,0,32768,32768,152958,0,32768,32768,152877,0,32768,32768,508745,6694,0,2245758,237,1453,2292305,2292305,4572173212470283,4572254556051462,4572254556242825,4572173213748893
44,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,130,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1735801,138732904,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,151960,0,32768,32768,151953,0,32768,32768,151905,0,32768,32768,151871,0,32768,32768,151925,0,32768,32768,151889,0,32768,32768,151930,0,32768,32768,151876,0,32768,32768,151697,0,32768,32768,151701,0,32768,32768,151624,0,32768,32768,151602,0,32768,32768,151693,0,32768,32768,151683,0,32768,32768,151694,0,32768,32768,151694,0,32768,32768,508464,6690,0,2241872,237,1453,2289163,2289163,4572173214965150,4572254556284607,4572254556474367,4572173216244631
45,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,134,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1739047,139090400,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,151556,0,32768,32768,151558,0,32768,32768,151492,0,32768,32768,151488,0,32768,32768,151764,0,32768,32768,151758,0,32768,32768,151731,0,32768,32768,151686,0,32768,32768,151589,0,32768,32768,151572,0,32768,32768,151583,0,32768,32768,151644,0,32768,32768,151850,0,32768,32768,151820,0,32768,32768,151862,0,32768,32768,151842,0,32768,32768,509471,6700,0,2248038,236,1452,2296184,2296184,4572173217444014,4572254556516269,4572254556706270,4572173218736865
46,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,138,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1735216,138941008,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,154045,0,32768,32768,154060,0,32768,32768,154199,0,32768,32768,154145,0,32768,32768,154261,0,32768,32768,154124,0,32768,32768,154185,0,32768,32768,154196,0,32768,32768,153911,0,32768,32768,153911,0,32768,32768,153836,0,32768,32768,153825,0,32768,32768,153790,0,32768,32768,153758,0,32768,32768,153857,0,32768,32768,153766,0,32768,32768,508196,6694,0,2244230,237,1453,2291387,2291387,4572173219939422,4572254556747852,4572254556937812,4572173221227296
47,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,142,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1739423,139102188,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,150635,0,32768,32768,150696,0,32768,32768,150592,0,32768,32768,150600,0,32768,32768,150739,0,32768,32768,150760,0,32768,32768,150774,0,32768,32768,150760,0,32768,32768,150721,0,32768,32768,150708,0,32768,32768,150714,0,32768,32768,150697,0,32768,32768,150858,0,32768,32768,150883,0,32768,32768,150910,0,32768,32768,150867,0,32768,32768,508578,6682,0,2247848,237,1453,2294647,2294647,4572173222408281,4572254556978472,4572254557167271,4572173223687632
48,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,146,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1735258,138924408,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,152503,0,32768,32768,152529,0,32768,32768,152429,0,32768,32768,152395,0,32768,32768,152425,0,32768,32768,152437,0,32768,32768,152518,0,32768,32768,152468,0,32768,32768,152501,0,32768,32768,152533,0,32768,32768,152416,0,32768,32768,152423,0,32768,32768,152542,0,32768,32768,152522,0,32768,32768,152575,0,32768,32768,152509,0,32768,32768,508497,6688,0,2244323,237,1453,2292924,2292924,4572173224841899,4572254557208372,4572254557394327,4572173226122792
49,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,150,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1736921,139001064,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,152072,0,32768,32768,152063,0,32768,32768,151958,0,32768,32768,151934,0,32768,32768,152103,0,32768,32768,152068,0,32768,32768,152122,0,32768,32768,152030,0,32768,32768,151908,0,32768,32768,151927,0,32768,32768,151885,0,32768,32768,151852,0,32768,32768,152048,0,32768,32768,151969,0,32768,32768,151989,0,32768,32768,151935,0,32768,32768,508530,6688,0,2245419,236,1452,2292611,2292611,4572173227297468,4572254557436069,4572254557621903,4572173228573534
50,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,154,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1734424,138877036,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,156411,0,32768,32768,156368,0,32768,32768,156496,0,32768,32768,156393,0,32768,32768,156330,0,32768,32768,156283,0,32768,32768,156361,0,32768,32768,156300,0,32768,32768,156304,0,32768,32768,156270,0,32768,32768,156225,0,32768,32768,156145,0,32768,32768,156316,0,32768,32768,156255,0,32768,32768,156286,0,32768,32768,156285,0,32768,32768,508127,6702,0,2244101,237,1453,2291046,2291046,4572173229781429,4572254557662604,4572254557848558,4572173231062833
51,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,158,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1736473,138916228,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,151523,0,32768,32768,151502,0,32768,32768,151503,0,32768,32768,151464,0,32768,32768,151384,0,32768,32768,151355,0,32768,32768,151392,0,32768,32768,151366,0,32768,32768,151606,0,32768,32768,151567,0,32768,32768,151605,0,32768,32768,151567,0,32768,32768,151515,0,32768,32768,151505,0,32768,32768,151515,0,32768,32768,151498,0,32768,32768,508727,6697,0,2245659,237,1453,2292567,2292567,4572173232274284,4572254557891822,4572254558078057,4572173233558402
52,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,162,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1737355,139017420,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,151997,0,32768,32768,151979,0,32768,32768,151911,0,32768,32768,151881,0,32768,32768,151924,0,32768,32768,151883,0,32768,32768,151897,0,32768,32768,151878,0,32768,32768,151955,0,32768,32768,151986,0,32768,32768,151921,0,32768,32768,151904,0,32768,32768,151891,0,32768,32768,151848,0,32768,32768,151861,0,32768,32768,151831,0,32768,32768,508067,6686,0,2244206,237,1453,2290594,2290594,4572173234779807,4572254558118878,4572254558302790,4572173236062763
53,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,166,24845,24845,77824,256,64000,0,128,352,112,64,0x0,0x779cbb017980,1216,8385088,1740999,139206792,0,0,19200,0,0.0,28483584.0,0.0,68096.0,113934336.0,113934336.0,109576192.0,4358144.0,151480,0,32768,32768,151520,0,32768,32768,151394,0,32768,32768,151429,0,32768,32768,151459,0,32768,32768,151421,0,32768,32768,151522,0,32768,32768,151495,0,32768,32768,151243,0,32768,32768,151260,0,32768,32768,151172,0,32768,32768,151176,0,32768,32768,151305,0,32768,32768,151324,0,32768,32768,151313,0,32768,32768,151308,0,32768,32768,508997,6697,0,2244599,236,1452,2292103,2292103,4572173237245592,4572254558343730,4572254558527522,4572173238532995
