Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_INT32,SQ_INSTS_VALU_INT64,TA_ADDR_STALLED_BY_TC_CYCLES_sum,TA_TOTAL_WAVEFRONTS_sum,TCP_UTCL1_TRANSLATION_MISS_sum,TCP_UTCL1_TRANSLATION_HIT_sum,TCP_UTCL1_PERMISSION_MISS_sum,TCP_UTCL1_REQUEST_sum,TCC_TAG_STALL[0],TCC_BUBBLE[0],TCC_TOO_MANY_EA_WRREQS_STALL[0],TCC_TAG_STALL[1],TCC_BUBBLE[1],TCC_TOO_MANY_EA_WRREQS_STALL[1],TCC_TAG_STALL[2],TCC_BUBBLE[2],TCC_TOO_MANY_EA_WRREQS_STALL[2],TCC_TAG_STALL[3],TCC_BUBBLE[3],TCC_TOO_MANY_EA_WRREQS_STALL[3],TCC_TAG_STALL[4],TCC_BUBBLE[4],TCC_TOO_MANY_EA_WRREQS_STALL[4],TCC_TAG_STALL[5],TCC_BUBBLE[5],TCC_TOO_MANY_EA_WRREQS_STALL[5],TCC_TAG_STALL[6],TCC_BUBBLE[6],TCC_TOO_MANY_EA_WRREQS_STALL[6],TCC_TAG_STALL[7],TCC_BUBBLE[7],TCC_TOO_MANY_EA_WRREQS_STALL[7],TCC_TAG_STALL[8],TCC_BUBBLE[8],TCC_TOO_MANY_EA_WRREQS_STALL[8],TCC_TAG_STALL[9],TCC_BUBBLE[9],TCC_TOO_MANY_EA_WRREQS_STALL[9],TCC_TAG_STALL[10],TCC_BUBBLE[10],TCC_TOO_MANY_EA_WRREQS_STALL[10],TCC_TAG_STALL[11],TCC_BUBBLE[11],TCC_TOO_MANY_EA_WRREQS_STALL[11],TCC_TAG_STALL[12],TCC_BUBBLE[12],TCC_TOO_MANY_EA_WRREQS_STALL[12],TCC_TAG_STALL[13],TCC_BUBBLE[13],TCC_TOO_MANY_EA_WRREQS_STALL[13],TCC_TAG_STALL[14],TCC_BUBBLE[14],TCC_TOO_MANY_EA_WRREQS_STALL[14],TCC_TAG_STALL[15],TCC_BUBBLE[15],TCC_TOO_MANY_EA_WRREQS_STALL[15],TCC_CYCLE_sum,CPC_ME1_BUSY_FOR_PACKET_DECODE,CPC_CPC_UTCL2IU_STALL,SPI_RA_WAVE_SIMD_FULL_CSN,SPI_RA_VGPR_SIMD_FULL_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
39,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,110,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9201345,1216,81133335,8628719,0,324559952,632896,0,1963109.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,7845,149221,0,12979,149216,0,9758,149290,0,11682,149275,0,11662,149113,0,10526,149117,0,11755,149167,0,12105,149141,0,8945,149249,0,12000,149263,0,10129,149224,0,11755,149206,0,13481,149142,0,13097,149122,0,12002,149154,0,13074,149125,0,36790576.0,2269522,0,0,0,2299411,2299411,4572197184543960,4572254555107788,4572254555302275,4572197185700850
40,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,114,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9216493,1216,81121971,8625891,0,324514620,632896,0,2171426.0,1780224.0,5888.0,27776221.0,0.0,27787264.0,7314,149321,0,8888,149334,0,9252,149364,0,9071,149337,0,11437,149294,0,10474,149300,0,10746,149318,0,11470,149315,0,7615,149291,0,10237,149298,0,9031,149350,0,10126,149330,0,11839,149338,0,11183,149356,0,12150,149327,0,12262,149321,0,36852240.0,2272929,0,0,0,2303265,2303265,4572197186653148,4572254555342655,4572254555537102,4572197187803268
41,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,118,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9188085,1216,81093779,8624884,0,324401704,632896,0,1940604.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8183,149019,0,13656,149012,0,11465,148998,0,13152,149025,0,10752,148914,0,9411,148892,0,11141,148929,0,12414,148904,0,8727,148943,0,13112,148938,0,11315,148930,0,11397,148921,0,13076,148931,0,12076,148875,0,13152,148883,0,14782,148877,0,36739200.0,2265944,0,0,0,2296200,2296200,4572197188797357,4572254555578804,4572254555773892,4572197189943712
42,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,122,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9220165,1216,81107842,8622404,0,324457900,632896,0,1912154.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,9284,150266,0,13018,150230,0,10699,150227,0,10252,150208,0,9391,150259,0,8177,150192,0,8549,150186,0,10718,150183,0,9575,150139,0,11862,150151,0,9434,150180,0,10258,150159,0,12738,150173,0,10053,150148,0,11977,150060,0,13933,150065,0,36865792.0,2274090,0,0,0,2304112,2304112,4572197190920035,4572254555814753,4572254556009440,4572197192071737
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,126,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9187381,1216,81078444,8621779,0,324340356,632896,0,1859340.0,1780224.0,5888.0,27776223.0,0.0,27787264.0,9264,149824,0,12514,149827,0,11001,149831,0,12331,149841,0,8690,149777,0,8241,149778,0,9190,149736,0,10428,149788,0,7782,149805,0,11895,149806,0,8936,149801,0,9857,149752,0,12525,149731,0,10180,149732,0,11543,149754,0,12095,149749,0,36737008.0,2265915,0,0,0,2296063,2296063,4572197193059116,4572254556051462,4572254556242825,4572197194216667
44,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,130,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9241213,1216,81153875,8629289,0,324642164,632896,0,2042627.0,1780224.0,5888.0,27776223.0,0.0,27787264.0,9119,149549,0,11085,149522,0,9426,149540,0,10319,149543,0,10822,149493,0,10549,149487,0,12208,149499,0,12507,149510,0,8482,149510,0,11358,149504,0,9718,149537,0,10036,149527,0,12431,149534,0,11688,149490,0,12887,149447,0,12837,149469,0,36952064.0,2279406,0,0,0,2309504,2309504,4572197195204177,4572254556284607,4572254556474367,4572197196361988
45,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,134,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9190389,1216,81169947,8630083,0,324706288,632896,0,1980074.0,1780224.0,5888.0,27776221.0,0.0,27787264.0,8426,148721,0,12011,148726,0,7981,148641,0,10156,148661,0,7924,148551,0,8050,148532,0,7860,148551,0,10867,148546,0,9869,148799,0,12655,148814,0,10866,148741,0,12120,148761,0,12209,148672,0,11805,148689,0,12426,148691,0,12309,148698,0,36747280.0,2266859,0,0,0,2296705,2296705,4572197197143824,4572254556516269,4572254556706270,4572197198313383
46,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,138,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9213525,1216,81115203,8624731,0,324487392,632896,0,1923897.0,1780224.0,5888.0,27776220.0,0.0,27787264.0,7467,150607,0,10477,150592,0,9941,150594,0,11043,150554,0,9805,150585,0,9456,150552,0,9772,150603,0,11340,150585,0,8200,150902,0,10572,150904,0,9647,150862,0,11132,150833,0,11358,150814,0,9984,150879,0,11074,150731,0,13636,150730,0,36841552.0,2272675,0,0,0,2302597,2302597,4572197199289455,4572254556747852,4572254556937812,4572197200484091
47,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,142,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9198957,1216,81041593,8616060,0,324192992,632896,0,1793608.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,9167,149960,0,11286,149954,0,9906,149964,0,10844,149970,0,10920,150003,0,10675,150015,0,12021,150036,0,11466,150008,0,8971,150004,0,10924,150009,0,9324,150045,0,10082,150035,0,13263,150130,0,11873,150147,0,15196,150121,0,13781,150129,0,36782528.0,2268698,0,0,0,2298908,2298908,4572197201365253,4572254556978472,4572254557167271,4572197202570404
48,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,146,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9196677,1216,81175208,8633694,0,324727604,632896,0,2127908.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8232,148980,0,11303,148983,0,8774,149025,0,12037,149028,0,9923,148961,0,9780,148932,0,9426,148971,0,12918,148965,0,7587,148896,0,10524,148905,0,9106,148920,0,10151,148902,0,11617,148885,0,12604,148870,0,12756,148857,0,13549,148867,0,36772768.0,2267674,0,0,0,2298298,2298298,4572197203565104,4572254557208372,4572254557394327,4572197204736836
49,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,150,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9224133,1216,81113665,8626916,0,324481164,632896,0,1997012.0,1780224.0,5888.0,27776222.0,0.0,27787264.0,9893,149238,0,14241,149283,0,11275,149202,0,14342,149205,0,13001,149142,0,11763,149157,0,12019,149190,0,12683,149195,0,7093,149315,0,10448,149300,0,7552,149291,0,9660,149272,0,12051,149235,0,12672,149237,0,13570,149269,0,14174,149262,0,36882752.0,2275146,0,0,0,2305172,2305172,4572197205734191,4572254557436069,4572254557621903,4572197206894326
50,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,154,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9208425,1216,81157122,8629320,0,324655044,632896,0,2106595.0,1780224.0,5888.0,27776222.0,0.0,27787264.0,8311,149213,0,12377,149189,0,9958,149194,0,11084,149176,0,11137,149247,0,9869,149251,0,10141,149259,0,10313,149235,0,9663,149237,0,11674,149200,0,9926,149207,0,10908,149178,0,13535,149243,0,11964,149219,0,12708,149291,0,11133,149249,0,36820352.0,2271078,0,0,0,2301272,2301272,4572197207880794,4572254557662604,4572254557848558,4572197209039967
51,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,158,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9224661,1216,81121836,8626045,0,324513944,632896,0,1805263.0,1780224.0,5888.0,27776221.0,0.0,27787264.0,8134,150085,0,12049,150059,0,9922,150178,0,11693,150143,0,9400,150060,0,8750,150071,0,8889,150031,0,10452,150021,0,10290,150230,0,12951,150198,0,10466,150193,0,12480,150189,0,12599,150168,0,10879,150200,0,10450,150139,0,12620,150117,0,36884912.0,2275069,0,0,0,2305307,2305307,4572197210019815,4572254557891822,4572254558078057,4572197211207130
52,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,162,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9202389,1216,81091191,8621578,0,324391444,632896,0,2106978.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,8841,148810,0,10300,148801,0,8922,148818,0,10073,148808,0,8131,148858,0,7235,148847,0,7166,148837,0,8370,148834,0,9045,148808,0,10518,148809,0,9985,148820,0,11047,148833,0,10453,148813,0,9745,148820,0,10167,148826,0,10583,148812,0,36796480.0,2269851,0,0,0,2299780,2299780,4572197212194489,4572254558118878,4572254558302790,4572197213332171
53,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,166,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9197521,1216,81134376,8624911,0,324563996,632896,0,2019010.0,1780224.0,5888.0,27776224.0,0.0,27787264.0,10038,149814,0,13747,149759,0,11209,149802,0,13093,149806,0,8279,149657,0,7184,149620,0,9634,149680,0,10815,149612,0,8598,149888,0,11653,149865,0,8987,149856,0,11390,149858,0,13175,149782,0,11364,149785,0,12716,149797,0,13397,149782,0,36776384.0,2268202,0,0,0,2298524,2298524,4572197214061339,4572254558343730,4572254558527522,4572197215190618
54,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,170,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9229689,1216,81111250,8626550,0,324471548,632896,0,1968320.0,1780224.0,5888.0,27776215.0,0.0,27787264.0,9797,150059,0,14021,149990,0,11234,149972,0,14519,149942,0,8598,149935,0,7700,149931,0,8709,149897,0,8329,149850,0,7425,150050,0,9749,150086,0,8649,150025,0,9527,149985,0,11200,149894,0,10191,149848,0,10729,149874,0,12451,149875,0,36903760.0,2276304,0,0,0,2306485,2306485,4572197215663858,4572254558566980,4572254558751012,4572197216790843
55,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,174,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9224997,1216,81094172,8623800,0,324403340,632896,0,1922191.0,1780224.0,5888.0,27776222.0,0.0,27787264.0,9483,149341,0,11859,149347,0,10649,149307,0,11606,149302,0,11267,149356,0,11422,149330,0,11218,149321,0,12121,149327,0,11532,149302,0,12562,149280,0,11129,149345,0,11683,149346,0,14747,149325,0,14686,149303,0,15313,149340,0,15445,149322,0,36886064.0,2275450,0,0,0,2305379,2305379,4572197217782359,4572254558791993,4572254558975704,4572197218908193
56,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,178,25833,25833,77824,256,64000,0,128,352,112,64,0x0,0x70d853817980,9198388,1216,81125840,8624770,0,324530080,632896,0,2000881.0,1780224.0,5888.0,27776218.0,0.0,27787264.0,9654,149981,0,14811,149976,0,11167,149999,0,13840,149990,0,11076,149999,0,10199,150013,0,12429,149918,0,14268,149934,0,8566,149989,0,12248,149974,0,10285,149946,0,10819,149927,0,12806,149931,0,11534,149892,0,14605,149863,0,13683,149889,0,36793168.0,2269969,0,0,0,2299573,2299573,4572197219896363,4572254559015443,4572254559197392,4572197221036949
