Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS,SQ_INSTS_VALU,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,TA_BUFFER_READ_WAVEFRONTS_sum,TA_BUFFER_WRITE_WAVEFRONTS_sum,TD_SPI_STALL_sum,TD_LOAD_WAVEFRONT_sum,TCP_READ_TAGCONFLICT_STALL_CYCLES_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum,TCP_ATOMIC_TAGCONFLICT_STALL_CYCLES_sum,TCP_TA_TCP_STATE_READ_sum,TCC_REQ[0],TCC_READ[0],TCC_WRITE[0],TCC_ATOMIC[0],TCC_REQ[1],TCC_READ[1],TCC_WRITE[1],TCC_ATOMIC[1],TCC_REQ[2],TCC_READ[2],TCC_WRITE[2],TCC_ATOMIC[2],TCC_REQ[3],TCC_READ[3],TCC_WRITE[3],TCC_ATOMIC[3],TCC_REQ[4],TCC_READ[4],TCC_WRITE[4],TCC_ATOMIC[4],TCC_REQ[5],TCC_READ[5],TCC_WRITE[5],TCC_ATOMIC[5],TCC_REQ[6],TCC_READ[6],TCC_WRITE[6],TCC_ATOMIC[6],TCC_REQ[7],TCC_READ[7],TCC_WRITE[7],TCC_ATOMIC[7],TCC_REQ[8],TCC_READ[8],TCC_WRITE[8],TCC_ATOMIC[8],TCC_REQ[9],TCC_READ[9],TCC_WRITE[9],TCC_ATOMIC[9],TCC_REQ[10],TCC_READ[10],TCC_WRITE[10],TCC_ATOMIC[10],TCC_REQ[11],TCC_READ[11],TCC_WRITE[11],TCC_ATOMIC[11],TCC_REQ[12],TCC_READ[12],TCC_WRITE[12],TCC_ATOMIC[12],TCC_REQ[13],TCC_READ[13],TCC_WRITE[13],TCC_ATOMIC[13],TCC_REQ[14],TCC_READ[14],TCC_WRITE[14],TCC_ATOMIC[14],TCC_REQ[15],TCC_READ[15],TCC_WRITE[15],TCC_ATOMIC[15],CPC_CPC_TCIU_BUSY,CPC_CPC_TCIU_IDLE,CPF_CPF_TCIU_BUSY,CPF_CPF_TCIU_STALL,SPI_CSN_NUM_THREADGROUPS,SPI_CSN_WAVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
41,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,118,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41525,3354536,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611220,578452,32768,0,611076,578308,32768,0,611076,578308,32768,0,611040,578272,32768,0,611050,578282,32768,0,610951,578183,32768,0,610976,578208,32768,0,611048,578280,32768,0,611220,578452,32768,0,611077,578309,32768,0,611076,578308,32768,0,611040,578272,32768,0,611052,578284,32768,0,1394,2296596,47678,0,304,1216,4572185232379462,4572254555578804,4572254555773892,4572185233613986
42,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,122,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41673,3277588,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611232,578464,32768,0,611076,578308,32768,0,611076,578308,32768,0,611040,578272,32768,0,611040,578272,32768,0,610944,578176,32768,0,610976,578208,32768,0,611048,578280,32768,0,611237,578469,32768,0,611077,578309,32768,0,611076,578308,32768,0,611040,578272,32768,0,611042,578274,32768,0,1394,2296521,59801,0,304,1216,4572185234796965,4572254555814753,4572254556009440,4572185236035836
43,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,126,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41801,3343064,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610952,578184,32768,0,610976,578208,32768,0,611208,578440,32768,0,611060,578292,32768,0,611076,578308,32768,0,611076,578308,32768,0,611040,578272,32768,0,611049,578281,32768,0,610950,578182,32768,0,610976,578208,32768,0,611208,578440,32768,0,611060,578292,32768,0,611077,578309,32768,0,611076,578308,32768,0,611040,578272,32768,0,611051,578283,32768,0,1394,2302590,47977,0,304,1216,4572185237234648,4572254556051462,4572254556242825,4572185238480479
44,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,130,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,42485,3377768,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610950,578182,32768,0,610976,578208,32768,0,611208,578440,32768,0,611072,578304,32768,0,611076,578308,32768,0,611076,578308,32768,0,611040,578272,32768,0,611040,578272,32768,0,610946,578178,32768,0,610976,578208,32768,0,611208,578440,32768,0,611073,578305,32768,0,611077,578309,32768,0,611076,578308,32768,0,611040,578272,32768,0,611042,578274,32768,0,1394,2296300,55208,0,304,1216,4572185239674895,4572254556284607,4572254556474367,4572185240920786
45,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,134,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41141,3281300,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611076,578308,32768,0,611236,578468,32768,0,611040,578272,32768,0,611048,578280,32768,0,610950,578182,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611077,578309,32768,0,611236,578468,32768,0,611040,578272,32768,0,611051,578283,32768,0,1394,2290432,46545,0,304,1216,4572185242066329,4572254556516269,4572254556706270,4572185243302867
46,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,138,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,40382,3213128,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611072,578304,32768,0,611076,578308,32768,0,611236,578468,32768,0,611040,578272,32768,0,611040,578272,32768,0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611073,578305,32768,0,611077,578309,32768,0,611236,578468,32768,0,611040,578272,32768,0,611042,578274,32768,0,1394,2294689,46921,0,304,1216,4572185244304297,4572254556747852,4572254556937812,4572185245551250
47,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,142,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41691,3352076,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610949,578181,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611236,578468,32768,0,611076,578308,32768,0,611040,578272,32768,0,611049,578281,32768,0,610950,578182,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611237,578469,32768,0,611076,578308,32768,0,611040,578272,32768,0,611051,578283,32768,0,1394,2296251,47330,0,304,1216,4572185246481585,4572254556978472,4572254557167271,4572185247715078
48,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,146,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,42064,3366720,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610950,578182,32768,0,610976,578208,32768,0,611048,578280,32768,0,611072,578304,32768,0,611236,578468,32768,0,611076,578308,32768,0,611040,578272,32768,0,611040,578272,32768,0,610944,578176,32768,0,610976,578208,32768,0,611048,578280,32768,0,611073,578305,32768,0,611237,578469,32768,0,611076,578308,32768,0,611040,578272,32768,0,611042,578274,32768,0,1394,2293859,54358,0,304,1216,4572185248838368,4572254557208372,4572254557394327,4572185250080715
49,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,150,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41954,3362468,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610951,578183,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611076,578308,32768,0,611076,578308,32768,0,611040,578272,32768,0,611210,578442,32768,0,610952,578184,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611077,578309,32768,0,611076,578308,32768,0,611040,578272,32768,0,611213,578445,32768,0,1394,2295481,48049,0,304,1216,4572185251294909,4572254557436069,4572254557621903,4572185252552729
50,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,154,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41111,3300928,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610947,578179,32768,0,610976,578208,32768,0,611048,578280,32768,0,611072,578304,32768,0,611076,578308,32768,0,611076,578308,32768,0,611040,578272,32768,0,611200,578432,32768,0,610947,578179,32768,0,610976,578208,32768,0,611048,578280,32768,0,611072,578304,32768,0,611077,578309,32768,0,611076,578308,32768,0,611040,578272,32768,0,611202,578434,32768,0,1394,2292368,46765,0,304,1216,4572185253735076,4572254557662604,4572254557848558,4572185254957232
51,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,158,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,29762,2419652,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610951,578183,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611076,578308,32768,0,611076,578308,32768,0,611200,578432,32768,0,611050,578282,32768,0,610952,578184,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611077,578309,32768,0,611076,578308,32768,0,611200,578432,32768,0,611051,578283,32768,0,1394,2296467,47655,0,304,1216,4572185256139540,4572254557891822,4572254558078057,4572185257372903
52,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,162,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,28551,2346400,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611073,578305,32768,0,611077,578309,32768,0,611076,578308,32768,0,611200,578432,32768,0,611040,578272,32768,0,610947,578179,32768,0,610976,578208,32768,0,611048,578280,32768,0,611076,578308,32768,0,611078,578310,32768,0,611076,578308,32768,0,611200,578432,32768,0,611042,578274,32768,0,1394,2290797,46560,0,304,1216,4572185258487631,4572254558118878,4572254558302790,4572185259719822
53,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,166,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41139,3320252,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611076,578308,32768,0,611236,578468,32768,0,611040,578272,32768,0,611048,578280,32768,0,610952,578184,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611077,578309,32768,0,611236,578468,32768,0,611040,578272,32768,0,611051,578283,32768,0,1394,2295198,47020,0,304,1216,4572185260885976,4572254558343730,4572254558527522,4572185262123875
54,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,170,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41308,3308404,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610947,578179,32768,0,610976,578208,32768,0,611048,578280,32768,0,611072,578304,32768,0,611076,578308,32768,0,611236,578468,32768,0,611040,578272,32768,0,611040,578272,32768,0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611072,578304,32768,0,611077,578309,32768,0,611236,578468,32768,0,611040,578272,32768,0,611042,578274,32768,0,1394,2294105,47007,0,304,1216,4572185263330098,4572254558566980,4572254558751012,4572185264574407
55,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,174,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41148,3298508,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610949,578181,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611236,578468,32768,0,611076,578308,32768,0,611040,578272,32768,0,611048,578280,32768,0,610950,578182,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611237,578469,32768,0,611076,578308,32768,0,611040,578272,32768,0,611052,578284,32768,0,1394,2299943,46917,0,304,1216,4572185265753079,4572254558791993,4572254558975704,4572185266988455
56,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,178,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41460,3316336,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611072,578304,32768,0,611236,578468,32768,0,611076,578308,32768,0,611040,578272,32768,0,611040,578272,32768,0,610948,578180,32768,0,610976,578208,32768,0,611048,578280,32768,0,611073,578305,32768,0,611237,578469,32768,0,611076,578308,32768,0,611040,578272,32768,0,611042,578274,32768,0,1394,2295985,46745,0,304,1216,4572185268175409,4572254559015443,4572254559197392,4572185269419949
57,Cijk_Ailk_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM8_AFEM8_ASEM32_CLR1_CADS0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LBSPPA2048_LBSPPB128_LBSPPM0_LPA16_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB1_WSGRA1_WSGRB2_WS64_WG64_4_1.kd,2,0,182,25339,25339,77824,256,64000,0,128,352,112,64,0x0,0x7843b3817980,4864,41005,3319200,35740480,22033280,0,0,0,1712128.0,68096.0,0.0,1780224.0,0.0,0.0,0.0,1780224.0,610950,578182,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611076,578308,32768,0,611076,578308,32768,0,611040,578272,32768,0,611211,578443,32768,0,610947,578179,32768,0,610976,578208,32768,0,611048,578280,32768,0,611060,578292,32768,0,611077,578309,32768,0,611076,578308,32768,0,611040,578272,32768,0,611213,578445,32768,0,1394,2292826,47334,0,304,1216,4572185270438244,4572254559238973,4572254559419159,4572185271689464
